fecha,resolucion,despacho,expediente,enlace
2013-03-21,31-2013,"Tribunal Contencioso Administrativo, Sección V",12-001283-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-570504
2013-04-08,159-2013,"Tribunal de Trabajo, Sección I",08-001480-0166-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-570930
2013-05-16,605-2013,Sala Primera,11-000316-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-578638
2013-06-19,786-2013,Sala Primera,09-000459-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-584135
2013-06-28,90-2013,"Tribunal Contencioso Administrativo, Sección VI",11-001363-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-577989
2013-07-04,827-2013,Sala Primera,05-000874-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-584139
2013-08-26,451-2013,"Tribunal Contencioso Administrativo, Sección IX",12-005858-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-602558
2013-08-29,55-2013,"Tribunal Contencioso Administrativo, Sección VII",12-001585-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-585460
2013-09-18,84-2013,"Tribunal Contencioso Administrativo, Sección VIII",12-000211-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-587085
2013-09-26,91-2013,"Tribunal Contencioso Administrativo, Sección IV",10-000580-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-587067
2013-10-02,86-2013,"Tribunal Contencioso Administrativo, Sección VIII",11-006597-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-620067
2013-10-07,89-2013,"Tribunal Contencioso Administrativo, Sección VIII",11-001107-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-589865
2013-10-17,1383-2013,Sala Primera,05-000883-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-686578
2013-10-17,98-2013,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,11-002526-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-589745
2013-10-29,130-2013,"Tribunal Contencioso Administrativo, Sección VI",12-000351-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-589893
2013-11-25,484-2013,"Tribunal Contencioso Administrativo, Sección IX",11-006336-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-612723
2013-12-13,303-2013,"Tribunal Contencioso Administrativo, Sección II",07-000458-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-607133
2013-12-16,172-2013,"Tribunal Contencioso Administrativo, Sección I",02-001135-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-607118
2014-01-15,3-2014,"Tribunal Contencioso Administrativo, Sección VII",07-001242-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-612012
2014-02-27,22-2014,"Tribunal Contencioso Administrativo, Sección II",10-006789-0007-CO,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-603744
2014-02-27,34-2014,"Tribunal Contencioso Administrativo, Sección II",03-000258-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-603761
2014-03-06,298-2014,Sala Primera,06-000279-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-601527
2014-04-25,27-2014,"Tribunal Contencioso Administrativo, Sección V",12-000981-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-607373
2014-05-15,64-2014,"Tribunal Contencioso Administrativo, Sección VI",12-001445-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-610048
2014-05-23,73-2014,"Tribunal Contencioso Administrativo, Sección VI",12-003641-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-604832
2014-05-27,40-2014,"Tribunal Contencioso Administrativo, Sección VIII",12-001977-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-604880
2014-06-11,42-2014,"Tribunal Contencioso Administrativo, Sección V",12-000766-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-617587
2014-06-23,52-2014,"Tribunal Contencioso Administrativo, Sección VII",12-005819-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-610147
2014-06-30,44-2014,"Tribunal Contencioso Administrativo, Sección I",09-000684-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-639843
2014-06-30,100-2014,"Tribunal Contencioso Administrativo, Sección VI",08-000817-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-610140
2014-08-01,69-2014,"Tribunal Contencioso Administrativo, Sección VII",11-006382-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-616164
2014-08-05,119-2014,"Tribunal Contencioso Administrativo, Sección VI",12-001379-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-614400
2014-08-14,58-2014,"Tribunal Contencioso Administrativo, Sección I",13-000258-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-640668
2014-09-19,144-2014,"Tribunal Contencioso Administrativo, Sección VI",10-001540-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-619236
2014-09-24,97-2014,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,12-002835-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-620184
2014-09-30,89-2014,"Tribunal Contencioso Administrativo, Sección VII",03-000455-0163-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-618353
2014-10-27,170-2014,"Tribunal Contencioso Administrativo, Sección VI",13-004687-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-619405
2014-10-27,94-2014,"Tribunal Contencioso Administrativo, Sección VII",13-001539-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-618979
2014-11-17,87-2014,"Tribunal Contencioso Administrativo, Sección V",13-005140-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-619909
2014-12-17,92-2014,"Tribunal Contencioso Administrativo, Sección I",12-000978-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-640470
2014-12-19,97-2014,"Tribunal Contencioso Administrativo, Sección VIII",12-006082-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-623163
2015-01-15,7-2015,"Tribunal Contencioso Administrativo, Sección VI",13-002274-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-624475
2015-01-26,11-2015,"Tribunal Contencioso Administrativo, Sección VI",10-003242-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-624883
2015-01-28,12-2015,"Tribunal Contencioso Administrativo, Sección VI",13-005573-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-624884
2015-01-28,8-2015,"Tribunal Contencioso Administrativo, Sección VIII",11-002421-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-624490
2015-02-12,25-2015,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,13-001059-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-627719
2015-04-23,43-2015,"Tribunal Contencioso Administrativo, Sección V",13-003976-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-632097
2015-04-23,67-2015,"Tribunal Contencioso Administrativo, Sección VI",14-000846-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-632103
2015-05-27,54-2015,"Tribunal Contencioso Administrativo, Sección VII",14-001704-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-641048
2015-05-28,55-2015,"Tribunal Contencioso Administrativo, Sección V",14-001636-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-641039
2015-06-16,60-2015,"Tribunal Contencioso Administrativo, Sección V",13-008513-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-643229
2015-06-18,61-2015,"Tribunal Contencioso Administrativo, Sección V",14-000765-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-646048
2015-06-29,107-2015,"Tribunal Contencioso Administrativo, Sección VI",14-009375-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-643336
2015-06-30,68-2015,"Tribunal Contencioso Administrativo, Sección VII",12-006674-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-643346
2015-07-28,124-2015,"Tribunal Contencioso Administrativo, Sección VI",13-004748-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-644721
2015-08-31,89-2015,"Tribunal Contencioso Administrativo, Sección V",13-007483-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-647596
2015-10-20,96-2015,"Tribunal Contencioso Administrativo, Sección VIII",12-002702-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-649906
2015-10-21,1211-2015,Sala Primera,12-001977-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-654631
2015-11-13,107-2015,"Tribunal Contencioso Administrativo, Sección VIII",14-005683-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-653461
2015-11-19,108-2015,"Tribunal Contencioso Administrativo, Sección VIII",11-000954-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-653462
2015-12-08,208-2015,"Tribunal Contencioso Administrativo, Sección VI",13-003746-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-655230
2015-12-10,130-2015,"Tribunal Contencioso Administrativo, Sección VII",12-006292-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-660749
2016-01-13,3-2016,"Tribunal Contencioso Administrativo, Sección IV",10-004614-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-659846
2016-01-15,8-2016,"Tribunal Contencioso Administrativo, Sección VI",13-000498-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-657396
2016-01-21,6-2016,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,11-000191-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-658025
2016-02-11,136-2016,Sala Primera,11-004399-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-666193
2016-02-12,17-2016,"Tribunal Contencioso Administrativo, Sección IV",14-009964-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-659847
2016-03-16,31-2016,"Tribunal Contencioso Administrativo, Sección VIII",14-008861-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-660792
2016-03-31,27-2016,"Tribunal Contencioso Administrativo, Sección II",15-005391-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-674504
2016-06-07,63-2016,"Tribunal Contencioso Administrativo, Sección VIII",13-004596-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-668110
2016-08-09,84-2016,"Tribunal Contencioso Administrativo, Sección VIII",14-009364-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-671628
2016-09-21,97-2016,"Tribunal Contencioso Administrativo, Sección VIII",1499621027CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-677030
2016-09-23,140-2016,"Tribunal Contencioso Administrativo, Sección VI",14-008215-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-679421
2016-10-20,90-2016,Tribunal Contencioso Administrativo,14-000848-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-684145
2017-05-04,451-2017,Sala Primera,11-005772-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-715582
2017-05-11,60-2017,"Tribunal Contencioso Administrativo, Sección VI",15-002506-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-712971
2017-07-19,573-2017,Sala Tercera,10-005103-0275-PE,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-719156
2017-08-29,83-2017,"Tribunal Contencioso Administrativo, Sección V",14-002845-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-724558
2017-09-04,87-2017,"Tribunal Contencioso Administrativo, Sección V",15-004611-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-723944
2017-09-13,883-2017,Sala Tercera,10-005103-0275-PE,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-730385
2018-02-22,17-2018,"Tribunal Contencioso Administrativo, Sección V",16-003490-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-740916
2018-06-04,43-2018,"Tribunal Contencioso Administrativo, Sección V",13-001331-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-750194
2018-07-23,1224-2018,Tribunal Contencioso Administrativo,18-001566-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-859915
2018-08-22,748-2018,Sala Primera,12-000978-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-857222
2018-10-11,870-2018,Sala Primera,13-002476-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-861256
2018-11-15,983-2018,Sala Primera,13-008269-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-920163
2018-12-06,1059-2018,Sala Primera,14-009963-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-926311
2019-02-06,12-2019,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,14-000846-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-909434
2019-05-07,367-2019,Sala Primera,14-009964-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-920231
2019-06-20,85-2019,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-006056-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-928777
2019-09-30,65-2019,"Tribunal Contencioso Administrativo, Sección II",19-000332-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-963328
2019-11-01,141-2019,"Tribunal Contencioso Administrativo, Sección VI",17-004317-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-944775
2019-11-21,149-2019,"Tribunal Contencioso Administrativo, Sección VI",17-004543-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-950310
2019-12-10,112-2019,"Tribunal Contencioso Administrativo, Sección IV",18-000743-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-956055
2019-12-18,126-2019,"Tribunal Contencioso Administrativo, Sección VII",16-010323-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-955971
2020-03-16,19-2020,Tribunal Contencioso Administrativo,13-003114-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-966374
2020-03-30,42-2020,"Tribunal Contencioso Administrativo, Sección VI",15-004090-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-970312
2020-04-16,62-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,18-000916-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-978786
2020-04-29,54-2020,"Tribunal Contencioso Administrativo, Sección VI",18-000083-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-971570
2020-05-15,49-2020,"Tribunal Contencioso Administrativo, Sección VII",17-008586-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978941
2020-05-26,62-2020,"Tribunal Contencioso Administrativo, Sección VI",17-000197-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978933
2020-05-26,63-2020,"Tribunal Contencioso Administrativo, Sección VI",17-008524-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978934
2020-05-28,36-2020,"Tribunal Contencioso Administrativo, Sección II",19-002712-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978851
2020-08-31,112-2020,"Tribunal Contencioso Administrativo, Sección VI",18-011567-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-993574
2020-09-28,122-2020,"Tribunal Contencioso Administrativo, Sección VI",18-000179-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-996726
2020-09-30,77-2020,"Tribunal Contencioso Administrativo, Sección V",15-001490-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-996720
2020-10-08,2390-2020,Sala Primera,15-007834-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1016464
2020-12-18,114-2020,"Tribunal Contencioso Administrativo, Sección V",18-006657-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059183
2021-03-09,544-2021,Sala Primera,08-100390-0297-CI,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1024940
2021-03-25,35-2021,"Tribunal Contencioso Administrativo, Sección VI",20-000850-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1025971
2021-03-25,36-2021,"Tribunal Contencioso Administrativo, Sección VI",20-000835-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1025972
2021-04-19,35-2021,"Tribunal Contencioso Administrativo, Sección V",18-001056-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1032053
2021-04-20,47-2021,"Tribunal Contencioso Administrativo, Sección VI",19-007695-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1032062
2021-05-17,44-2021,"Tribunal Contencioso Administrativo, Sección I",14-007714-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1031968
2021-05-25,44-2021,"Tribunal Contencioso Administrativo, Sección V",16-000227-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1032056
2021-06-18,55-2021,"Tribunal Contencioso Administrativo, Sección II",19-006490-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1042721
2021-07-21,66-2021,"Tribunal Contencioso Administrativo, Sección V",18-008722-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1042804
2021-08-19,108-2021,"Tribunal Contencioso Administrativo, Sección VI",20-003772-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050671
2021-08-24,74-2021,"Tribunal Contencioso Administrativo, Sección VII",17-002240-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050680
2021-08-25,76-2021,"Tribunal Contencioso Administrativo, Sección V",15-010992-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050662
2021-08-26,168-2021,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,19-002076-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1073369
2021-11-03,34-2021,"Tribunal Contencioso Administrativo, Sección IX",18-003279-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059942
2022-01-05,3-2022,"Tribunal Contencioso Administrativo, Sección I",14-007437-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1072105
2022-01-18,35-2022,Sala Primera,20-000850-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1071323
2022-04-25,38-2022,"Tribunal Contencioso Administrativo, Sección I",21-001123-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1093480
2022-04-29,104-2022,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,16-009286-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1102006
2022-05-11,43-2022,Tribunal Contencioso Administrativo,17-011779-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1093482
2022-05-12,1029-2022,Sala Primera,16-000131-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1092616
2022-05-26,1266-2022,Sala Primera,13-001309-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1106665
2022-06-29,65-2022,"Tribunal Contencioso Administrativo, Sección IV",16-011674-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1132867
2022-07-06,64-2022,"Tribunal Contencioso Administrativo, Sección VII",19-002076-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118605
2022-07-19,69-2022,"Tribunal Contencioso Administrativo, Sección VI",20-000420-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118600
2022-07-28,1792-2022,Sala Primera,15-011358-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1105519
2022-07-29,73-2022,"Tribunal Contencioso Administrativo, Sección VI",19-008194-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118604
2022-08-04,1831-2022,Sala Primera,19-008168-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1107324
2022-08-22,86-2022,"Tribunal Contencioso Administrativo, Sección VII",19-008196-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1136188
2022-08-29,91-2022,"Tribunal Contencioso Administrativo, Sección IX",20-001635-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1136193
2022-12-12,124-2022,"Tribunal Contencioso Administrativo, Sección IV",19-005260-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1168628
2022-12-19,117-2022,"Tribunal Contencioso Administrativo, Sección VI",18-000914-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1166718
2022-12-23,125-2022,"Tribunal Contencioso Administrativo, Sección VI",18-002947-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1166722
